"","Ind","age","sex","house","income"
"1708","ind3654","60-61","m","3923","$60,000 to $74,999"
"1709","ind3857","62-64","m","3925","$60,000 to $74,999"
"1710","ind29","50-54","m","3926","$60,000 to $74,999"
"1711","ind8689","62-64","f","3927","$60,000 to $74,999"
"1712","ind38","62-64","m","3928","$60,000 to $74,999"
"1713","ind7359","45-49","f","3929","$60,000 to $74,999"
"1714","ind3420","60-61","m","393","$60,000 to $74,999"
"1715","ind2415","45-49","m","3930","$60,000 to $74,999"
"1716","ind8511","60-61","f","3932","$60,000 to $74,999"
"1717","ind8603","62-64","f","3935","$60,000 to $74,999"
"1718","ind3733","62-64","m","3937","$60,000 to $74,999"
"1719","ind2330","45-49","m","3938","$60,000 to $74,999"
"1720","ind3062","55-59","m","3939","$60,000 to $74,999"
"1721","ind2869","50-54","m","3941","$60,000 to $74,999"
"1722","ind8531","60-61","f","3942","$60,000 to $74,999"
"1723","ind2611","50-54","m","3943","$60,000 to $74,999"
"1724","ind3777","62-64","m","3945","$60,000 to $74,999"
"1725","ind3113","55-59","m","3946","$60,000 to $74,999"
"1726","ind8613","62-64","f","3947","$60,000 to $74,999"
"1727","ind3055","55-59","m","3948","$60,000 to $74,999"
"1728","ind804","55-59","f","3949","$60,000 to $74,999"
"1729","ind2954","50-54","m","395","$60,000 to $74,999"
"1730","ind3072","55-59","m","3950","$60,000 to $74,999"
"1731","ind7594","50-54","f","3952","$60,000 to $74,999"
"1732","ind3410","55-59","m","3953","$60,000 to $74,999"
"1733","ind323","55-59","m","3954","$60,000 to $74,999"
"1734","ind8103","55-59","f","3956","$60,000 to $74,999"
"1735","ind2910","50-54","m","3957","$60,000 to $74,999"
"1736","ind2429","45-49","m","3958","$60,000 to $74,999"
"1737","ind8445","60-61","f","3961","$60,000 to $74,999"
"1738","ind7520","45-49","f","3962","$60,000 to $74,999"
"1739","ind2635","50-54","m","3963","$60,000 to $74,999"
"1740","ind3326","55-59","m","3964","$60,000 to $74,999"
"1741","ind3594","60-61","m","3966","$60,000 to $74,999"
"1742","ind26","50-54","m","3967","$60,000 to $74,999"
"1743","ind344","60-61","m","3968","$60,000 to $74,999"
"1744","ind7552","50-54","f","3969","$60,000 to $74,999"
"1745","ind2426","45-49","m","397","$60,000 to $74,999"
"1746","ind7988","55-59","f","3970","$60,000 to $74,999"
"1747","ind2897","50-54","m","3972","$60,000 to $74,999"
"1748","ind3547","60-61","m","3974","$60,000 to $74,999"
"1749","ind7605","50-54","f","3975","$60,000 to $74,999"
"1750","ind2873","50-54","m","3977","$60,000 to $74,999"
"1751","ind7488","45-49","f","3979","$60,000 to $74,999"
"1752","ind2906","50-54","m","398","$60,000 to $74,999"
"1753","ind3041","55-59","m","3980","$60,000 to $74,999"
"1754","ind2364","45-49","m","3981","$60,000 to $74,999"
"1755","ind3780","62-64","m","3982","$60,000 to $74,999"
"1756","ind877","62-64","f","3983","$60,000 to $74,999"
"1757","ind3771","62-64","m","3984","$60,000 to $74,999"
"1758","ind8584","62-64","f","3987","$60,000 to $74,999"
"1759","ind3243","55-59","m","3988","$60,000 to $74,999"
"1760","ind2311","45-49","m","3989","$60,000 to $74,999"
"1761","ind3129","55-59","m","399","$60,000 to $74,999"
"1762","ind7342","45-49","f","3990","$60,000 to $74,999"
"1763","ind2742","50-54","m","3991","$60,000 to $74,999"
"1764","ind7334","45-49","f","3992","$60,000 to $74,999"
"1765","ind3273","55-59","m","3993","$60,000 to $74,999"
"1766","ind7652","50-54","f","3994","$60,000 to $74,999"
"1767","ind2991","50-54","m","3995","$60,000 to $74,999"
"1768","ind2946","50-54","m","3996","$60,000 to $74,999"
"1769","ind7486","45-49","f","3999","$60,000 to $74,999"
"1770","ind3274","55-59","m","400","$60,000 to $74,999"
"1771","ind2868","50-54","m","4001","$60,000 to $74,999"
"1772","ind3690","62-64","m","4002","$60,000 to $74,999"
"1773","ind729","45-49","f","2230","$10,000 to $14,999"
"1774","ind3549","60-61","m","2231","$10,000 to $14,999"
"1775","ind7526","45-49","f","2232","$10,000 to $14,999"
"1776","ind7852","50-54","f","2233","$10,000 to $14,999"
"1777","ind33","55-59","m","2235","$10,000 to $14,999"
"1778","ind3299","55-59","m","2236","$10,000 to $14,999"
"1779","ind3014","50-54","m","2237","$10,000 to $14,999"
"1780","ind2969","50-54","m","2238","$10,000 to $14,999"
"1781","ind8648","62-64","f","2239","$10,000 to $14,999"
"1782","ind2669","50-54","m","224","$10,000 to $14,999"
"1783","ind2884","50-54","m","2240","$10,000 to $14,999"
"1784","ind2823","50-54","m","2241","$10,000 to $14,999"
"1785","ind7770","50-54","f","2242","$10,000 to $14,999"
"1786","ind3258","55-59","m","2243","$10,000 to $14,999"
"1787","ind329","55-59","m","2244","$10,000 to $14,999"
"1788","ind8520","60-61","f","2245","$10,000 to $14,999"
"1789","ind2702","50-54","m","2246","$10,000 to $14,999"
"1790","ind3176","55-59","m","2247","$10,000 to $14,999"
"1791","ind3379","55-59","m","2249","$10,000 to $14,999"
"1792","ind3214","55-59","m","2250","$10,000 to $14,999"
"1793","ind2858","50-54","m","2251","$10,000 to $14,999"
"1794","ind7335","45-49","f","2253","$10,000 to $14,999"
"1795","ind2341","45-49","m","2255","$10,000 to $14,999"
"1796","ind8633","62-64","f","2257","$10,000 to $14,999"
"1797","ind7339","45-49","f","2258","$10,000 to $14,999"
"1798","ind2557","45-49","m","2259","$10,000 to $14,999"
"1799","ind8320","55-59","f","2260","$10,000 to $14,999"
"1800","ind8074","55-59","f","2261","$10,000 to $14,999"
"1801","ind2707","50-54","m","2266","$10,000 to $14,999"
"1802","ind3828","62-64","m","2269","$10,000 to $14,999"
"1803","ind2527","45-49","m","2270","$10,000 to $14,999"
"1804","ind7956","55-59","f","2273","$10,000 to $14,999"
"1805","ind3600","60-61","m","2274","$10,000 to $14,999"
"1806","ind3620","60-61","m","2276","$10,000 to $14,999"
"1807","ind2319","45-49","m","2278","$10,000 to $14,999"
"1808","ind3093","55-59","m","2279","$10,000 to $14,999"
"1809","ind3648","60-61","m","228","$10,000 to $14,999"
"1810","ind2493","45-49","m","2281","$10,000 to $14,999"
"1811","ind3422","60-61","m","2283","$10,000 to $14,999"
"1812","ind8143","55-59","f","2285","$10,000 to $14,999"
"1813","ind7421","45-49","f","2286","$10,000 to $14,999"
"1814","ind7725","50-54","f","2287","$10,000 to $14,999"
"1815","ind2540","45-49","m","2288","$10,000 to $14,999"
"1816","ind8604","62-64","f","2289","$10,000 to $14,999"
"1817","ind2365","45-49","m","229","$10,000 to $14,999"
"1818","ind2678","50-54","m","2290","$10,000 to $14,999"
"1819","ind7554","50-54","f","2291","$10,000 to $14,999"
"1820","ind3848","62-64","m","2292","$10,000 to $14,999"
"1821","ind2723","50-54","m","2293","$10,000 to $14,999"
"1822","ind2844","50-54","m","2294","$10,000 to $14,999"
"1823","ind3551","60-61","m","2295","$10,000 to $14,999"
"1824","ind8150","55-59","f","2296","$10,000 to $14,999"
"1825","ind3554","60-61","m","2298","$10,000 to $14,999"
"1826","ind7463","45-49","f","2299","$10,000 to $14,999"
"1827","ind3147","55-59","m","230","$10,000 to $14,999"
"1828","ind8301","55-59","f","2300","$10,000 to $14,999"
"1829","ind799","55-59","f","2302","$10,000 to $14,999"
"1830","ind3021","55-59","m","2303","$10,000 to $14,999"
"1831","ind253","45-49","m","2304","$10,000 to $14,999"
"1832","ind2403","45-49","m","2305","$10,000 to $14,999"
"1833","ind2979","50-54","m","2306","$10,000 to $14,999"
"1834","ind8780","62-64","f","2308","$10,000 to $14,999"
"1835","ind3904","62-64","m","2309","$10,000 to $14,999"
"1836","ind2303","45-49","m","231","$10,000 to $14,999"
"1837","ind2685","50-54","m","2310","$10,000 to $14,999"
"1838","ind3381","55-59","m","2311","$10,000 to $14,999"
"1839","ind3059","55-59","m","2312","$10,000 to $14,999"
"1840","ind8799","62-64","f","2313","$10,000 to $14,999"
"1841","ind8625","62-64","f","2314","$10,000 to $14,999"
"1842","ind3098","55-59","m","2315","$10,000 to $14,999"
"1843","ind3652","60-61","m","2316","$10,000 to $14,999"
"1844","ind3721","62-64","m","2317","$10,000 to $14,999"
"1845","ind3931","62-64","m","2318","$10,000 to $14,999"
"1846","ind3361","55-59","m","232","$10,000 to $14,999"
"1847","ind2475","45-49","m","2320","$10,000 to $14,999"
"1848","ind2350","45-49","m","2323","$10,000 to $14,999"
"1849","ind3730","62-64","m","2325","$10,000 to $14,999"
"1850","ind3044","55-59","m","2326","$10,000 to $14,999"
"1851","ind3233","55-59","m","2327","$10,000 to $14,999"
"1852","ind7839","50-54","f","2328","$10,000 to $14,999"
"1853","ind2602","50-54","m","233","$10,000 to $14,999"
"1854","ind3850","62-64","m","2331","$10,000 to $14,999"
"1855","ind8356","55-59","f","2332","$10,000 to $14,999"
"1856","ind3277","55-59","m","2333","$10,000 to $14,999"
"1857","ind2298","45-49","m","2334","$10,000 to $14,999"
"1858","ind3006","50-54","m","2335","$10,000 to $14,999"
"1859","ind3280","55-59","m","2337","$10,000 to $14,999"
"1860","ind7903","50-54","f","2338","$10,000 to $14,999"
"1861","ind8523","60-61","f","2339","$10,000 to $14,999"
"1862","ind3689","62-64","m","234","$10,000 to $14,999"
"1863","ind2333","45-49","m","2340","$10,000 to $14,999"
"1864","ind2855","50-54","m","2341","$10,000 to $14,999"
"1865","ind2385","45-49","m","2343","$10,000 to $14,999"
"1866","ind290","50-54","m","2344","$10,000 to $14,999"
"1867","ind880","62-64","f","2345","$10,000 to $14,999"
"1868","ind3121","55-59","m","2346","$10,000 to $14,999"
"1869","ind3586","60-61","m","2348","$10,000 to $14,999"
"1870","ind3686","62-64","m","235","$10,000 to $14,999"
"1871","ind2424","45-49","m","2350","$10,000 to $14,999"
"1872","ind2974","50-54","m","2351","$10,000 to $14,999"
"1873","ind8123","55-59","f","2352","$10,000 to $14,999"
"1874","ind315","55-59","m","2353","$10,000 to $14,999"
"1875","ind7522","45-49","f","2354","$10,000 to $14,999"
"1876","ind2434","45-49","m","2356","$10,000 to $14,999"
"1877","ind2994","50-54","m","2358","$10,000 to $14,999"
"1878","ind3184","55-59","m","2359","$10,000 to $14,999"
"1879","ind2549","45-49","m","236","$10,000 to $14,999"
"1880","ind2334","45-49","m","2360","$10,000 to $14,999"
"1881","ind3162","55-59","m","2361","$10,000 to $14,999"
"1882","ind8363","55-59","f","2364","$10,000 to $14,999"
"1883","ind2785","50-54","m","2365","$10,000 to $14,999"
"1884","ind347","60-61","m","2366","$10,000 to $14,999"
"1885","ind8035","55-59","f","2367","$10,000 to $14,999"
"1886","ind3245","55-59","m","2369","$10,000 to $14,999"
"1887","ind3034","55-59","m","237","$10,000 to $14,999"
"1888","ind3581","60-61","m","2371","$10,000 to $14,999"
"1889","ind7281","45-49","f","2372","$10,000 to $14,999"
"1890","ind3131","55-59","m","2374","$10,000 to $14,999"
"1891","ind3545","60-61","m","2376","$10,000 to $14,999"
"1892","ind3081","55-59","m","2377","$10,000 to $14,999"
"1893","ind7688","50-54","f","2378","$10,000 to $14,999"
"1894","ind8362","55-59","f","2379","$10,000 to $14,999"
"1895","ind3843","62-64","m","2380","$10,000 to $14,999"
"1896","ind2740","50-54","m","2381","$10,000 to $14,999"
"1897","ind3803","62-64","m","2382","$10,000 to $14,999"
"1898","ind3917","62-64","m","2384","$10,000 to $14,999"
"1899","ind3144","55-59","m","2385","$10,000 to $14,999"
"1900","ind3437","60-61","m","2386","$10,000 to $14,999"
"1901","ind2439","45-49","m","2388","$10,000 to $14,999"
"1902","ind8762","62-64","f","2389","$10,000 to $14,999"
"1903","ind2747","50-54","m","239","$10,000 to $14,999"
"1904","ind3737","62-64","m","2390","$10,000 to $14,999"
"1905","ind7350","45-49","f","2391","$10,000 to $14,999"
"1906","ind8056","55-59","f","2393","$10,000 to $14,999"
"1907","ind3126","55-59","m","4004","$75,000 to $99,999"
"1908","ind2759","50-54","m","4005","$75,000 to $99,999"
"1909","ind3805","62-64","m","4006","$75,000 to $99,999"
"1910","ind289","50-54","m","4007","$75,000 to $99,999"
"1911","ind7261","45-49","f","4008","$75,000 to $99,999"
"1912","ind2817","50-54","m","4009","$75,000 to $99,999"
"1913","ind2750","50-54","m","401","$75,000 to $99,999"
"1914","ind3682","62-64","m","4010","$75,000 to $99,999"
"1915","ind2386","45-49","m","4011","$75,000 to $99,999"
"1916","ind2755","50-54","m","4012","$75,000 to $99,999"
"1917","ind8578","60-61","f","4014","$75,000 to $99,999"
"1918","ind7287","45-49","f","4015","$75,000 to $99,999"
"1919","ind7450","45-49","f","4016","$75,000 to $99,999"
"1920","ind280","50-54","m","4017","$75,000 to $99,999"
"1921","ind2548","45-49","m","4018","$75,000 to $99,999"
"1922","ind3708","62-64","m","4019","$75,000 to $99,999"
"1923","ind2915","50-54","m","402","$75,000 to $99,999"
"1924","ind84","60-61","f","4020","$75,000 to $99,999"
"1925","ind8724","62-64","f","4021","$75,000 to $99,999"
"1926","ind2888","50-54","m","4022","$75,000 to $99,999"
"1927","ind3882","62-64","m","4023","$75,000 to $99,999"
"1928","ind2324","45-49","m","4024","$75,000 to $99,999"
"1929","ind841","60-61","f","4025","$75,000 to $99,999"
"1930","ind3695","62-64","m","4026","$75,000 to $99,999"
"1931","ind3883","62-64","m","4027","$75,000 to $99,999"
"1932","ind3643","60-61","m","4028","$75,000 to $99,999"
"1933","ind3743","62-64","m","4032","$75,000 to $99,999"
"1934","ind2567","45-49","m","4033","$75,000 to $99,999"
"1935","ind2789","50-54","m","4035","$75,000 to $99,999"
"1936","ind7856","50-54","f","4036","$75,000 to $99,999"
"1937","ind3220","55-59","m","4037","$75,000 to $99,999"
"1938","ind2900","50-54","m","4038","$75,000 to $99,999"
"1939","ind7373","45-49","f","4039","$75,000 to $99,999"
"1940","ind2501","45-49","m","404","$75,000 to $99,999"
"1941","ind3067","55-59","m","4041","$75,000 to $99,999"
"1942","ind8357","55-59","f","4042","$75,000 to $99,999"
"1943","ind7981","55-59","f","4043","$75,000 to $99,999"
"1944","ind3293","55-59","m","4044","$75,000 to $99,999"
"1945","ind2541","45-49","m","4045","$75,000 to $99,999"
"1946","ind3844","62-64","m","4046","$75,000 to $99,999"
"1947","ind7749","50-54","f","4047","$75,000 to $99,999"
"1948","ind8781","62-64","f","4048","$75,000 to $99,999"
"1949","ind7794","50-54","f","4049","$75,000 to $99,999"
"1950","ind297","50-54","m","405","$75,000 to $99,999"
"1951","ind2332","45-49","m","4050","$75,000 to $99,999"
"1952","ind750","45-49","f","4051","$75,000 to $99,999"
"1953","ind7797","50-54","f","4052","$75,000 to $99,999"
"1954","ind2483","45-49","m","4053","$75,000 to $99,999"
"1955","ind3368","55-59","m","4055","$75,000 to $99,999"
"1956","ind8514","60-61","f","4057","$75,000 to $99,999"
"1957","ind3189","55-59","m","4058","$75,000 to $99,999"
"1958","ind8207","55-59","f","4059","$75,000 to $99,999"
"1959","ind2388","45-49","m","406","$75,000 to $99,999"
"1960","ind8760","62-64","f","4060","$75,000 to $99,999"
"1961","ind3657","60-61","m","4063","$75,000 to $99,999"
"1962","ind2295","45-49","m","4066","$75,000 to $99,999"
"1963","ind7397","45-49","f","4067","$75,000 to $99,999"
"1964","ind8717","62-64","f","4068","$75,000 to $99,999"
"1965","ind8642","62-64","f","4069","$75,000 to $99,999"
"1966","ind3259","55-59","m","407","$75,000 to $99,999"
"1967","ind2818","50-54","m","4070","$75,000 to $99,999"
"1968","ind2731","50-54","m","4071","$75,000 to $99,999"
"1969","ind3122","55-59","m","4072","$75,000 to $99,999"
"1970","ind3275","55-59","m","4076","$75,000 to $99,999"
"1971","ind2502","45-49","m","4077","$75,000 to $99,999"
"1972","ind7767","50-54","f","4078","$75,000 to $99,999"
"1973","ind3658","60-61","m","4079","$75,000 to $99,999"
"1974","ind2500","45-49","m","408","$75,000 to $99,999"
"1975","ind3894","62-64","m","4080","$75,000 to $99,999"
"1976","ind7728","50-54","f","4081","$75,000 to $99,999"
"1977","ind3513","60-61","m","4082","$75,000 to $99,999"
"1978","ind3432","60-61","m","4084","$75,000 to $99,999"
"1979","ind332","55-59","m","4085","$75,000 to $99,999"
"1980","ind3136","55-59","m","4087","$75,000 to $99,999"
"1981","ind2535","45-49","m","4088","$75,000 to $99,999"
"1982","ind2598","50-54","m","4089","$75,000 to $99,999"
"1983","ind3068","55-59","m","409","$75,000 to $99,999"
"1984","ind2571","45-49","m","4090","$75,000 to $99,999"
"1985","ind3058","55-59","m","4091","$75,000 to $99,999"
"1986","ind367","62-64","m","4093","$75,000 to $99,999"
"1987","ind2351","45-49","m","4095","$75,000 to $99,999"
"1988","ind7434","45-49","f","4097","$75,000 to $99,999"
"1989","ind380","62-64","m","4098","$75,000 to $99,999"
"1990","ind281","50-54","m","410","$75,000 to $99,999"
"1991","ind2312","45-49","m","4100","$75,000 to $99,999"
"1992","ind3877","62-64","m","4101","$75,000 to $99,999"
"1993","ind8732","62-64","f","4102","$75,000 to $99,999"
"1994","ind2828","50-54","m","4103","$75,000 to $99,999"
"1995","ind338","55-59","m","4104","$75,000 to $99,999"
"1996","ind3128","55-59","m","4105","$75,000 to $99,999"
"1997","ind2668","50-54","m","4106","$75,000 to $99,999"
"1998","ind7815","50-54","f","4107","$75,000 to $99,999"
"1999","ind3774","62-64","m","4108","$75,000 to $99,999"
"2000","ind3261","55-59","m","4109","$75,000 to $99,999"
"2001","ind2697","50-54","m","4110","$75,000 to $99,999"
"2002","ind2856","50-54","m","4111","$75,000 to $99,999"
"2003","ind734","45-49","f","4112","$75,000 to $99,999"
"2004","ind8529","60-61","f","4114","$75,000 to $99,999"
"2005","ind3301","55-59","m","4115","$75,000 to $99,999"
"2006","ind7696","50-54","f","4116","$75,000 to $99,999"
"2007","ind3504","60-61","m","4117","$75,000 to $99,999"
"2008","ind3419","60-61","m","4118","$75,000 to $99,999"
"2009","ind7714","50-54","f","4119","$75,000 to $99,999"
"2010","ind3676","62-64","m","412","$75,000 to $99,999"
"2011","ind3114","55-59","m","4121","$75,000 to $99,999"
"2012","ind3171","55-59","m","4122","$75,000 to $99,999"
"2013","ind2877","50-54","m","4123","$75,000 to $99,999"
"2014","ind3640","60-61","m","4124","$75,000 to $99,999"
"2015","ind7502","45-49","f","4125","$75,000 to $99,999"
"2016","ind2891","50-54","m","4126","$75,000 to $99,999"
"2017","ind2625","50-54","m","4128","$75,000 to $99,999"
"2018","ind3321","55-59","m","4129","$75,000 to $99,999"
"2019","ind361","60-61","m","4131","$75,000 to $99,999"
"2020","ind3331","55-59","m","4132","$75,000 to $99,999"
"2021","ind7716","50-54","f","4133","$75,000 to $99,999"
"2022","ind7468","45-49","f","4136","$75,000 to $99,999"
"2023","ind7877","50-54","f","4138","$75,000 to $99,999"
"2024","ind3475","60-61","m","4139","$75,000 to $99,999"
"2025","ind3153","55-59","m","4140","$75,000 to $99,999"
"2026","ind3486","60-61","m","4141","$75,000 to $99,999"
"2027","ind8605","62-64","f","4143","$75,000 to $99,999"
"2028","ind2806","50-54","m","4144","$75,000 to $99,999"
"2029","ind2977","50-54","m","4145","$75,000 to $99,999"
"2030","ind3239","55-59","m","4146","$75,000 to $99,999"
"2031","ind3720","62-64","m","4147","$75,000 to $99,999"
